term,rho,pval,n_papers,ui,disease_term
D012320:RNA Polymerase III,-0.05594664152144507,0.7860407738766945,26,D012320,False
D012321:DNA-Directed RNA Polymerases,0.1091811467555699,0.646803484452233,20,D012321,False
D012322:RNA Precursors,0.1053000810832887,0.18234038294471772,162,D012322,False
"D012323:RNA Processing, Post-Transcriptional",-0.1997491514564729,0.0048900520586749865,197,D012323,False
D012324:RNA-Dependent RNA Polymerase,-0.25636533146591356,0.28939849111744087,19,D012324,False
D012326:RNA Splicing,-0.037715016878538135,0.51591630434128,299,D012326,False
D012327:RNA Virus Infections,0.06515052123590927,0.7570141431513465,25,D012327,True
D012328:RNA Viruses,0.1078104921871985,0.5637483784360479,31,D012328,False
"D012329:RNA, Bacterial",0.03435878406469727,0.8676623013425361,26,D012329,False
"D012330:RNA, Double-Stranded",-0.2773466612774125,0.025303904462330475,65,D012330,False
"D012331:RNA, Fungal",0.2500009538835461,0.4100702262664546,13,D012331,False
"D012333:RNA, Messenger",-0.08159188724669703,0.007220840879370768,1083,D012333,False
"D012334:RNA, Neoplasm",-0.09082201613846604,0.04933396110632666,469,D012334,False
"D012335:RNA, Ribosomal",-0.03218451443274239,0.7581240704346935,94,D012335,False
"D012336:RNA, Ribosomal, 16S",-0.15154478756842688,0.5119881470315717,21,D012336,False
"D012337:RNA, Ribosomal, 18S",-0.2332308133928209,0.36764005803155186,17,D012337,False
"D012338:RNA, Ribosomal, 23S",,,1,D012338,False
"D012339:RNA, Ribosomal, 28S",0.0,1.0,3,D012339,False
"D012340:RNA, Ribosomal, 5.8S",,,1,D012340,False
"D012341:RNA, Ribosomal, 5S",0.44136741475237473,0.3809392104771887,6,D012341,False
"D012342:RNA, Small Nuclear",-0.07185710495606389,0.6163084543009255,51,D012342,False
"D012343:RNA, Transfer",-0.1877975876225752,0.14724470186313865,61,D012343,False
"D012346:RNA, Transfer, Amino Acyl",0.03787381984310794,0.8933978853980171,15,D012346,False
"D012347:RNA, Transfer, Arg",,,1,D012347,False
"D012350:RNA, Transfer, Cys",,,1,D012350,False
"D012353:RNA, Transfer, Gly",-0.9999999999999999,,2,D012353,False
"D012354:RNA, Transfer, His",,,1,D012354,False
"D012355:RNA, Transfer, Ile",,,2,D012355,False
"D012356:RNA, Transfer, Leu",0.19999999999999998,0.8,4,D012356,False
"D012357:RNA, Transfer, Lys",-0.24325638628366394,0.5991442279687278,7,D012357,False
"D012358:RNA, Transfer, Met",-0.5083134402081719,0.06346114979757772,14,D012358,False
D012359:tRNA Methyltransferases,-0.1395867740231464,0.4460910180288623,32,D012359,False
"D012360:RNA, Transfer, Phe",-0.5,0.6666666666666667,3,D012360,False
"D012362:RNA, Transfer, Ser",-0.9999999999999999,,2,D012362,False
"D012363:RNA, Transfer, Thr",,,2,D012363,False
"D012365:RNA, Transfer, Tyr",,,1,D012365,False
"D012366:RNA, Transfer, Val",-0.8660254037844387,0.3333333333333332,3,D012366,False
"D012367:RNA, Viral",-0.03270081114760699,0.6424219198052493,204,D012367,False
D012371:Robotics,,,1,D012371,False
D012372:ROC Curve,-0.14010240436342494,0.0004248320686064942,629,D012372,False
D012374:Rod Cell Outer Segment,0.15389675281277312,0.8048288166080632,5,D012374,False
D012376:Rodent Diseases,0.02898855178262242,0.9565293523898406,6,D012376,True
D012377:Rodentia,-0.5,0.6666666666666667,3,D012377,False
D012378:Rodenticides,,,1,D012378,False
D012380:Role,0.4103913408340617,0.4925357817027974,5,D012380,False
D012383:Romania,-0.023348876153453053,0.8924795338545181,36,D012383,False
D012384:Rome,-0.6847124716486249,0.08966645319106824,7,D012384,False
D012390:Root Canal Therapy,-0.9999999999999999,,2,D012390,False
D012391:Root Resorption,-0.39999999999999997,0.6,4,D012391,True
D012393:Rosacea,0.39999999999999997,0.6,4,D012393,True
D012395:Rose Bengal,-0.8660254037844387,0.3333333333333332,3,D012395,False
D012397:Rosette Formation,1.0,0.0,3,D012397,False
D012398:Ross River virus,,,1,D012398,False
D012399:Rotation,0.5,0.6666666666666667,3,D012399,False
D012400:Rotavirus Infections,-0.014760248092334921,0.9551624926398206,17,D012400,True
D012401:Rotavirus,-0.23606847380084267,0.3305600084400465,19,D012401,False
D012402:Rotenone,0.06045015642162488,0.7073308347856727,41,D012402,False
D012404:Round Ligament of Uterus,,,1,D012404,False
D012409:Rubella,,,1,D012409,True
D012411:Rubella Vaccine,,,1,D012411,False
D012412:Rubella virus,,,1,D012412,False
D012413:Rubidium,,,2,D012413,False
D012415:Rubinstein-Taybi Syndrome,,,1,D012415,True
D012420:Running,-0.4968792742884768,0.005218685086303416,30,D012420,False
D012421:Rupture,,,1,D012421,True
"D012422:Rupture, Spontaneous",-0.07239458068715157,0.7367441563856976,24,D012422,True
D012423:Rural Health,0.23424374030084535,0.6131550369752419,7,D012423,False
D012424:Rural Population,-0.11438372076626348,0.5400703539815426,31,D012424,False
D012426:Russia,0.1541353994753942,0.21657884704125868,66,D012426,False
D012428:Ruthenium,-0.27322953332351235,0.6003545904291114,6,D012428,False
D012430:Ruthenium Red,1.0,0.0,4,D012430,False
D012431:Rutin,0.0,1.0,3,D012431,False
D012432:Rwanda,-0.3714285714285715,0.46847813411078715,6,D012432,False
D012433:Ryanodine,0.17654696590094993,0.7379309324353431,6,D012433,False
D012435:S-Adenosylhomocysteine,-0.17073488132934914,0.63721551526981,10,D012435,False
D012436:S-Adenosylmethionine,-0.1974026181396077,0.3236650832748996,27,D012436,False
D012437:Adenosylmethionine Decarboxylase,0.2581988897471611,0.7418011102528389,4,D012437,False
D012438:Saccades,-0.39999999999999997,0.6,4,D012438,False
D012439:Saccharin,,,1,D012439,False
D012441:Saccharomyces cerevisiae,-0.10896521510901348,0.12173311817036889,203,D012441,False
D012443:Saccharopine Dehydrogenases,,,1,D012443,False
D012446:Sacroiliac Joint,-0.9999999999999999,,2,D012446,False
D012447:Sacrum,0.3887921899277822,0.21164296722004275,12,D012447,False
D012449:Safety,-0.9999999999999999,,2,D012449,False
D012451:Safrole,,,3,D012451,False
D012455:Salamandridae,-0.8660254037844387,0.3333333333333332,3,D012455,False
D012457:Salicylamides,,,1,D012457,False
D012459:Salicylates,-0.13786978999989083,0.6241377133356414,15,D012459,False
D012460:Sulfasalazine,-0.02277910237891026,0.9469975714556127,11,D012460,False
"D012462:Saline Solution, Hypertonic",,,2,D012462,False
D012463:Saliva,-0.279664235885529,0.008318799623708505,88,D012463,False
D012465:Salivary Duct Calculi,,,1,D012465,True
D012466:Salivary Gland Diseases,,,1,D012466,True
D012468:Salivary Gland Neoplasms,-0.02023316496711102,0.8448709417638458,96,D012468,True
D012469:Salivary Glands,-0.017678672502946184,0.886218758144375,68,D012469,False
"D012470:Salivary Glands, Minor",0.05582905262390826,0.8704898290537129,11,D012470,False
D012471:Salivary Proteins and Peptides,0.006173309979059935,0.9864963990475899,10,D012471,False
D012472:Salivation,-0.5735393346764044,0.3120363567395924,5,D012472,False
D012474:Salmon,,,1,D012474,False
D012475:Salmonella,0.15417039566941457,0.6323657951730365,12,D012475,False
D012477:Salmonella enteritidis,,,2,D012477,False
D012480:Salmonella Infections,-0.12703319308614813,0.5363107473727862,26,D012480,True
"D012481:Salmonella Infections, Animal",0.9999999999999999,,2,D012481,True
D012485:Salmonella typhi,0.9999999999999999,,2,D012485,False
D012486:Salmonella typhimurium,-0.16890314291947264,0.26736771081902,45,D012486,False
D012488:Salpingitis,0.9999999999999999,,2,D012488,True
D012489:Salpingostomy,-0.9999999999999999,,2,D012489,False
D012492:Salts,-0.17814720885059565,0.47941561035153313,18,D012492,False
D012494:Sampling Studies,-0.24778051351540092,0.17896161457674953,31,D012494,False
D012495:San Francisco,1.0,0.0,3,D012495,False
D012501:Saphenous Vein,-0.04524693287097404,0.8123321633684186,30,D012501,False
D012502:Sapogenins,0.09356014857063998,0.8418616158482587,7,D012502,False
D012503:Saponins,-0.3392372357123679,0.021090582954795437,46,D012503,False
D012504:Saralasin,,,1,D012504,False
D012507:Sarcoidosis,0.1086180297681295,0.639311034831973,21,D012507,True
D012508:Sarcolemma,0.29090909090909095,0.38545696969136556,11,D012508,False
D012509:Sarcoma,-0.11255226647376419,0.19538963848913718,134,D012509,True
"D012512:Sarcoma, Ewing",-0.08795390266327743,0.4378626014050746,80,D012512,True
"D012513:Sarcoma, Experimental",0.5,0.6666666666666667,3,D012513,True
"D012514:Sarcoma, Kaposi",0.01393749086517731,0.9347480986755466,37,D012514,True
D012516:Osteosarcoma,-0.036640451030138334,0.3418574131231761,675,D012516,True
D012518:Sarcomeres,-0.09371909000989119,0.6705929156688964,23,D012518,False
D012519:Sarcoplasmic Reticulum,-0.11268218669916401,0.6001164146544125,24,D012519,False
D012521:Sarcosine,-0.14494275891311212,0.7841083696021082,6,D012521,False
D012527:Satiation,-0.6666937223947136,0.10192046024618229,7,D012527,False
D012528:Satiety Response,-0.8660254037844387,0.3333333333333332,3,D012528,False
D012529:Saudi Arabia,-0.2665879172504509,0.004314497036072609,113,D012529,False
D012530:Saxitoxin,,,1,D012530,False
D012534:Dental Scaling,,,1,D012534,False
D012535:Scalp,-0.37288226715605616,0.1548941197506361,16,D012535,False
D012536:Scalp Dermatoses,0.5,0.6666666666666667,3,D012536,True
D012537:Scandinavian and Nordic Countries,-0.9999999999999999,,2,D012537,False
"D012542:Scattering, Radiation",-0.08312465857002341,0.6928209013274476,25,D012542,False
D012545:Schiff Bases,-0.5,0.6666666666666667,3,D012545,False
D012547:Schistosoma,0.0,1.0,3,D012547,False
D012548:Schistosoma haematobium,,,1,D012548,False
D012549:Schistosoma japonicum,0.5226048432906707,0.0552000729318636,14,D012549,False
D012550:Schistosoma mansoni,-0.31937005040796906,0.18259204976967808,19,D012550,False
D012552:Schistosomiasis,-0.4100454302903043,0.2730297471437724,9,D012552,True
D012553:Schistosomiasis haematobia,,,1,D012553,True
D012554:Schistosomiasis japonica,0.803354312405494,0.009106405386878009,9,D012554,True
D012555:Schistosomiasis mansoni,-0.5301589619830679,0.1765098301165559,8,D012555,True
D012559:Schizophrenia,0.0628927356412688,0.35206709790922586,221,D012559,False
"D012563:Schizophrenia, Paranoid",-0.09426479189556485,0.7707468015755511,12,D012563,False
D012565:Schizophrenic Psychology,0.1024135726689137,0.5463986745844567,37,D012565,False
D012566:Sizofiran,,,2,D012566,False
D012568:Schizosaccharomyces,-0.1008832520307377,0.49037329763419035,49,D012568,False
D012569:Schizotypal Personality Disorder,0.10714285714285716,0.8191508555699912,7,D012569,False
D012572:School Health Services,-0.8944271909999159,0.040519326353834,5,D012572,False
D012574:Schools,-0.08571428571428573,0.8717434402332361,6,D012574,False
D012583:Schwann Cells,-0.1982582643944593,0.19702038785343498,44,D012583,False
D012584:Sciatic Nerve,-0.20796992646809623,0.3079698844447014,26,D012584,False
D012585:Sciatica,0.9999999999999999,,2,D012585,True
D012587:Scimitar Syndrome,,,2,D012587,True
D012588:Scintillation Counting,,,1,D012588,False
D012589:Sciuridae,,,1,D012589,False
D012590:Sclera,-0.9999999999999999,,2,D012590,False
"D012594:Scleroderma, Localized",-0.6736330697086078,0.09710371895937761,7,D012594,True
"D012595:Scleroderma, Systemic",0.14647559725058737,0.10741610581942075,122,D012595,True
D012598:Sclerosis,0.0007423910656853537,0.9973176622365996,23,D012598,True
D012600:Scoliosis,-0.026307692553684325,0.8473805332481469,56,D012600,True
D012601:Scopolamine,,,1,D012601,False
D012602:Scopolamine Derivatives,,,1,D012602,False
D012603:Scopoletin,0.0,1.0,5,D012603,False
D012604:Scorpion Venoms,-0.39999999999999997,0.6,4,D012604,False
D012605:Scorpions,-0.8660254037844387,0.3333333333333332,3,D012605,False
D012606:Scotland,-0.07448339629339946,0.808913065017844,13,D012606,False
D012607:Scotoma,-0.6761234037828132,0.14035738661899455,6,D012607,True
D012608:Scrapie,-0.316227766016838,0.683772233983162,4,D012608,True
D012611:Scrotum,0.5,0.6666666666666667,3,D012611,False
D012612:Scrub Typhus,-0.33394720739540396,0.5177002083054396,6,D012612,True
D012615:Sea Anemones,0.9999999999999999,,2,D012615,False
D012616:Sea Cucumbers,,,2,D012616,False
D012617:Sea Urchins,-0.9999999999999999,,2,D012617,False
D012621:Seasons,-0.29863057478946814,0.138369394720936,26,D012621,False
D012623:Seawater,,,1,D012623,False
D012624:Seaweed,,,1,D012624,False
D012625:Sebaceous Gland Diseases,,,3,D012625,True
D012626:Sebaceous Gland Neoplasms,-0.0373060199730911,0.8831608370448315,18,D012626,True
D012627:Sebaceous Glands,-0.17561992842231108,0.4857723497149361,18,D012627,False
"D012628:Dermatitis, Seborrheic",0.6789347398332044,0.1380761826688937,6,D012628,True
D012629:Sebum,0.9999999999999999,,2,D012629,False
D012633:Secretin,0.9999999999999999,,2,D012633,False
D012634:Bodily Secretions,0.23190841426097936,0.6583735712609271,6,D012634,False
D012635:Secretory Component,,,1,D012635,False
D012636:Secretory Rate,-1.0,0.0,3,D012636,False
D012639:Seeds,-0.3052399718773975,0.36136637559800333,11,D012639,False
D012640:Seizures,-0.2772161121992672,0.0004038238038997431,159,D012640,True
"D012641:Selection, Genetic",-0.18860992432125728,0.19433171578376685,49,D012641,False
D012642:Selegiline,-0.9999999999999999,,2,D012642,False
D012643:Selenium,-0.16344727116259836,0.45615959188288835,23,D012643,False
D012645:Selenomethionine,0.14285714285714288,0.7871720116618075,6,D012645,False
D012646:Self Administration,0.08571428571428573,0.8717434402332361,6,D012646,False
D012648:Self Care,,,1,D012648,False
D012649:Self Concept,-0.7999999999999999,0.20000000000000007,4,D012649,False
D012652:Self Mutilation,0.9999999999999999,,2,D012652,True
D012656:Self-Help Devices,,,1,D012656,False
D012660:Semantics,0.39999999999999997,0.6,4,D012660,False
D012661:Semen,-0.2378597476195851,0.10740323961561592,47,D012661,False
D012662:Semen Preservation,,,2,D012662,False
D012663:Semicarbazides,0.9999999999999999,,2,D012663,False
D012665:Semicircular Canals,,,1,D012665,False
D012668:Trigeminal Ganglion,0.2127669402880226,0.5550759959985583,10,D012668,False
D012669:Seminal Vesicles,-0.2581988897471611,0.7418011102528389,4,D012669,False
D012671:Seminiferous Tubules,0.2778405495975718,0.3361599415600546,14,D012671,False
D012672:Semliki forest virus,0.79023412446871,0.011260357179125045,9,D012672,False
D012675:Senegal,,,1,D012675,False
D012677:Sensation,0.09107651110783746,0.8637629700202579,6,D012677,False
D012678:Sensation Disorders,-1.0,0.0,3,D012678,True
D012680:Sensitivity and Specificity,-0.08043713298396042,0.0942092504270776,434,D012680,False
D012683:Sensory Deprivation,,,2,D012683,False
D012684:Sensory Thresholds,-0.5,0.6666666666666667,3,D012684,False
D012685:Sepharose,0.49999999999999994,0.39100221895577053,5,D012685,False
D012686:Septal Nuclei,,,1,D012686,False
"D012689:Sequence Homology, Nucleic Acid",0.035243164333398753,0.6975739893562843,124,D012689,False
D012692:Serial Passage,,,1,D012692,False
D012694:Serine,-0.020619116109132772,0.7583891703488214,225,D012694,False
D012696:Glycine Hydroxymethyltransferase,0.2974621212790315,0.30167254553729206,14,D012696,False
D012697:Serine Endopeptidases,0.08401316554932067,0.30671101726777655,150,D012697,False
D012698:Serologic Tests,-0.2799314271192385,0.1413570885813285,29,D012698,False
D012699:Serology,0.0,1.0,3,D012699,False
D012700:Serositis,,,1,D012700,True
D012701:Serotonin,0.0542283709423134,0.7173321157970195,47,D012701,False
D012702:Serotonin Antagonists,0.21251185925162072,0.6860308660088958,6,D012702,False
D012703:Serotyping,0.5,0.6666666666666667,3,D012703,False
D012704:Serous Membrane,0.9486832980505137,0.013846832988859107,5,D012704,False
D012707:Sertoli Cell Tumor,0.9486832980505139,0.051316701949486114,4,D012707,True
D012708:Sertoli Cells,0.2616337074936142,0.25194589739092127,21,D012708,False
D012709:Serum Albumin,-0.21261850343682204,0.08172649123674157,68,D012709,False
"D012710:Serum Albumin, Bovine",0.2372584395813908,0.32805636344663347,19,D012710,False
D012714:Serine-tRNA Ligase,-0.2581988897471611,0.7418011102528389,4,D012714,False
D012717:Sesquiterpenes,0.06693691351031822,0.6407156790169612,51,D012717,False
D012720:Severity of Illness Index,-0.03215187938149573,0.4484597800719621,558,D012720,False
D012721:Carbaryl,,,2,D012721,False
D012723:Sex,,,1,D012723,False
D012725:Sexual Behavior,0.0,1.0,7,D012725,False
"D012726:Sexual Behavior, Animal",0.9999999999999999,,2,D012726,False
D012727:Sex Characteristics,-0.060128217518352324,0.46940511057316225,147,D012727,False
D012729:Sex Chromosome Aberrations,0.47434164902525683,0.41953112817892135,5,D012729,True
D012730:Sex Chromosomes,,,1,D012730,False
D012732:Sex Determination Analysis,,,1,D012732,False
D012733:Sex Differentiation,0.19999999999999998,0.8,4,D012733,False
D012734:Disorders of Sex Development,-0.6,0.28475697986529375,5,D012734,True
"D012735:Sexual Dysfunction, Physiological",-0.9999999999999999,,2,D012735,True
D012737:Sex Factors,0.07216992421771841,0.18046414223318255,346,D012737,False
D012738:Sex Hormone-Binding Globulin,0.02207235240129347,0.9329894626710955,17,D012738,False
D012739:Gonadal Steroid Hormones,0.11302219830955887,0.6658172546873611,17,D012739,False
D012741:Sexual Maturation,0.19148146430064877,0.4186779738489147,20,D012741,False
D012742:Sex Offenses,-0.4103913408340617,0.4925357817027974,5,D012742,False
D012744:Sex Ratio,,,3,D012744,False
D012747:Sexual Partners,,,1,D012747,False
D012749:Sexually Transmitted Diseases,0.0,1.0,4,D012749,True
D012750:Seychelles,,,1,D012750,False
D012751:Sezary Syndrome,-0.3477944980200854,0.13294143658513813,20,D012751,True
D012754:Sharks,,,3,D012754,False
D012756:Sheep,-0.30913127508402144,0.06657169111237989,36,D012756,False
D012763:Shigella flexneri,-0.3734490067147387,0.12688179878539982,18,D012763,False
D012764:Shigella sonnei,,,1,D012764,False
D012767:Ships,,,1,D012767,False
D012768:Shivering,,,3,D012768,False
D012769:Shock,1.0,0.0,3,D012769,True
"D012770:Shock, Cardiogenic",-0.39999999999999997,0.6,4,D012770,True
"D012771:Shock, Hemorrhagic",-0.08756597221654881,0.7979414066032968,11,D012771,True
"D012772:Shock, Septic",-0.1677359884461247,0.20818567187457154,58,D012772,True
D012775:Shoes,,,1,D012775,False
D012778:Short Bowel Syndrome,-0.5,0.6666666666666667,3,D012778,True
D012779:Short Rib-Polydactyly Syndrome,0.08571428571428573,0.8717434402332361,6,D012779,True
D012782:Shoulder,0.0,1.0,5,D012782,False
D012785:Shoulder Joint,-0.7745966692414834,0.22540333075851657,4,D012785,False
D012788:Shrews,,,1,D012788,False
D012793:Sialadenitis,0.19999999999999998,0.747060078104662,5,D012793,True
D012794:Sialic Acids,-0.4602502720621186,0.06302234934589446,17,D012794,False
D012795:Sialoglycoproteins,-0.05245610614797372,0.7010107135254965,56,D012795,False
D012798:Sialorrhea,,,1,D012798,True
D012799:Sialyltransferases,0.05661600623063067,0.6594079732483205,63,D012799,False
D012800:Siberia,-0.28272761797309287,0.18068801960654884,24,D012800,False
D012802:Sicily,-0.45204921166540135,0.05964542192371156,18,D012802,False
D012804:Sick Sinus Syndrome,-0.703043214869988,0.05175199385109742,8,D012804,True
D012806:Siderosis,,,1,D012806,True
"D012809:Colon, Sigmoid",0.6997157779998369,0.053362469677282115,8,D012809,False
D012810:Sigmoid Diseases,,,3,D012810,True
D012811:Sigmoid Neoplasms,0.9999999999999999,,2,D012811,True
D012812:Sigmoidoscopy,,,1,D012812,False
"D012815:Signal Processing, Computer-Assisted",0.6000000000000001,0.3999999999999999,4,D012815,False
D012821:Silanes,0.9999999999999999,,2,D012821,False
D012822:Silicon Dioxide,-0.34035572598677033,0.04223918202123934,36,D012822,False
D012824:Silicic Acid,,,2,D012824,False
D012825:Silicon,0.22360679774997896,0.7176856442107861,5,D012825,False
D012828:Silicones,0.9999999999999999,,2,D012828,False
D012829:Silicosis,0.19156444347001553,0.5508898916861353,12,D012829,True
D012831:Bombyx,0.19999999999999998,0.8,4,D012831,False
D012834:Silver,0.4736034995306403,0.047106951910732206,18,D012834,False
D012838:Silymarin,-0.23944255716935958,0.4535299634141644,12,D012838,False
D012844:Sincalide,0.09236182291451335,0.6092004793846806,33,D012844,False
D012845:Sindbis Virus,-0.05655332686654365,0.8413342084426322,15,D012845,False
D012846:Singapore,0.1327818123898246,0.4764154972676581,31,D012846,False
D012849:Sinoatrial Node,-0.07229440390678199,0.8649195587700265,8,D012849,False
D012852:Sinusitis,-0.0008771418090941928,0.9947393484551761,59,D012852,True
D012854:Sister Chromatid Exchange,-0.3583436714034749,0.06644707387055959,27,D012854,False
D012855:Sitosterols,-0.9999999999999999,,2,D012855,False
"D012856:4-Acetamido-4'-isothiocyanatostilbene-2,2'-disulfonic Acid",,,1,D012856,False
D012857:Situs Inversus,0.9999999999999999,,2,D012857,True
D012859:Sjogren's Syndrome,-0.29961656800182584,0.0065803865431491694,81,D012859,True
D012862:Skatole,,,2,D012862,False
D012863:Skeleton,-0.1008403361344538,0.7963026092656942,9,D012863,False
D012865:Skiing,-0.9999999999999999,,2,D012865,False
D012867:Skin,-0.049950211564120724,0.3386408581088026,369,D012867,False
D012868:Skin Abnormalities,-0.22469719433498983,0.3026477663417296,23,D012868,True
D012869:Skin Absorption,,,2,D012869,False
D012871:Skin Diseases,-0.02058181202274502,0.8608686752313777,75,D012871,True
"D012872:Skin Diseases, Vesiculobullous",,,1,D012872,True
"D012873:Skin Diseases, Genetic",-0.3164275520660203,0.07766078403758678,32,D012873,True
"D012874:Skin Diseases, Infectious",,,1,D012874,True
"D012875:Skin Diseases, Metabolic",,,1,D012875,True
D012878:Skin Neoplasms,-0.0031950781405878756,0.9425065324496411,512,D012878,True
D012879:Skin Physiological Phenomena,-0.3921772548794671,0.06418746040079927,23,D012879,False
D012880:Skin Pigmentation,-0.1615503726852124,0.4507548504729939,24,D012880,False
D012881:Skin Temperature,-0.9999999999999999,,2,D012881,False
D012882:Skin Tests,-0.32343253895020996,0.25931922639863075,14,D012882,False
D012883:Skin Ulcer,-0.19788608732333646,0.4167431350172488,19,D012883,True
D012885:Skinfold Thickness,0.5,0.6666666666666667,3,D012885,False
D012886:Skull,0.050035456634139094,0.7622751754829298,39,D012886,False
D012887:Skull Fractures,-0.033806170189140665,0.9493100625278257,6,D012887,True
D012888:Skull Neoplasms,,,2,D012888,True
D012890:Sleep,0.29172845679203424,0.07978351226218199,37,D012890,False
D012891:Sleep Apnea Syndromes,-0.1272476769690202,0.6646539185614213,14,D012891,True
D012892:Sleep Deprivation,0.49772208382517324,0.11925475721599547,11,D012892,True
D012893:Sleep Wake Disorders,-0.4165177269194463,0.12249305013362669,15,D012893,True
D012894:Sleep Stages,-0.16537377315791293,0.6706871438942378,9,D012894,False
"D012895:Sleep, REM",-0.7247137945655605,0.10324280462370763,6,D012895,False
D012900:Smallpox Vaccine,-0.9999999999999999,,2,D012900,False
D012901:Variola virus,,,1,D012901,False
D012903:Smell,0.08421104469870046,0.7947089236078821,12,D012903,False
D012904:Smiling,,,1,D012904,False
D012906:Smoke,0.07386738564652051,0.501673540137441,85,D012906,False
D012907:Smoking,-0.010192783309707468,0.8663766650241415,275,D012907,False
D012908:Snails,,,1,D012908,False
D012910:Snake Venoms,-0.2857243743174461,0.4560861494086982,9,D012910,False
D012911:Snakes,-0.9999999999999999,,2,D012911,False
D012913:Snoring,-0.3324861331376797,0.3478963441217247,10,D012913,True
D012916:Soccer,0.2667107547328796,0.5231267001703013,8,D012916,False
D012917:Social Adjustment,,,1,D012917,False
D012919:Social Behavior,0.19327874024737662,0.28117086853443396,33,D012919,False
D012920:Social Behavior Disorders,-1.0,0.0,3,D012920,False
D012923:Social Class,0.0,1.0,11,D012923,False
D012925:Social Conformity,,,1,D012925,False
"D012926:Social Control, Formal",,,1,D012926,False
"D012927:Social Control, Informal",,,2,D012927,False
D012929:Psychological Distance,-0.20519567041703082,0.7405819415910722,5,D012929,False
D012931:Social Environment,0.19999999999999998,0.747060078104662,5,D012931,False
D012934:Social Isolation,0.7745966692414834,0.22540333075851657,4,D012934,False
D012938:Social Perception,-0.7999999999999999,0.20000000000000007,4,D012938,False
D012944:Social Support,0.5642880936468347,0.32172333582430024,5,D012944,False
"D012955:Societies, Medical",0.8660254037844387,0.3333333333333332,3,D012955,False
"D012958:Societies, Scientific",,,1,D012958,False
D012959:Socioeconomic Factors,-0.07351079653710062,0.6521400647128819,40,D012959,False
D012964:Sodium,-0.011328150002173064,0.9180444953493967,85,D012964,False
D012965:Sodium Chloride,0.04400495647832903,0.8419753077739942,23,D012965,False
D012966:Sodium Cyanide,0.8660254037844387,0.3333333333333332,3,D012966,False
D012967:Sodium Dodecyl Sulfate,0.21412356236175648,0.5272397481424831,11,D012967,False
D012968:Etidronic Acid,0.9999999999999999,,2,D012968,False
D012969:Sodium Fluoride,,,2,D012969,False
D012972:Sodium Hydroxide,,,1,D012972,False
D012973:Sodium Hypochlorite,,,1,D012973,False
D012974:Sodium Iodide,,,1,D012974,False
D012980:Sodium Salicylate,,,1,D012980,False
"D012982:Sodium, Dietary",0.22689876784032487,0.5571400528860271,9,D012982,False
D012983:Soft Tissue Neoplasms,-0.025555126021007582,0.8153275502592261,86,D012983,True
D012984:Software,0.07401074991279077,0.4620044916074002,101,D012984,False
D012987:Soil,,,1,D012987,False
D012995:Solubility,0.13426542625157803,0.12481358220897996,132,D012995,False
D012996:Solutions,0.029904621157878102,0.8316662085106148,53,D012996,False
D012997:Solvents,-0.08806001303205264,0.6622769128986923,27,D012997,False
D012998:Somalia,0.9999999999999999,,2,D012998,False
D012999:Soman,,,1,D012999,False
D013001:Somatoform Disorders,,,1,D013001,False
D013002:Somatomedins,-0.00836827408755723,0.9829532868330847,9,D013002,False
D013003:Somatosensory Cortex,-0.10778636357219329,0.7994604266184202,8,D013003,False
D013004:Somatostatin,-0.22448425030904612,0.31520640999014626,22,D013004,False
D013006:Growth Hormone,-0.5230140126938155,0.004294208479254833,28,D013006,False
D013007:Growth Hormone-Releasing Hormone,-0.4096682888050979,0.3134872142827114,8,D013007,False
D013008:Somatotypes,-0.9999999999999999,,2,D013008,False
D013012:Sorbitol,0.5,0.6666666666666667,3,D013012,False
D013015:Sotalol,,,1,D013015,False
D013016:Sound,,,1,D013016,False
D013019:South Africa,-0.20075100132563414,0.1307829660335931,58,D013019,False
D013020:South America,-0.3142857142857143,0.5440932944606414,6,D013020,False
D013021:South Australia,-0.9999999999999999,,2,D013021,False
D013023:South Dakota,,,1,D013023,False
D013024:Soybean Oil,-0.30779350562554625,0.614384002810333,5,D013024,False
D013025:Soybeans,0.1319326727293238,0.6827400974832109,12,D013025,False
D013026:Space Flight,-0.9486832980505139,0.051316701949486114,4,D013026,False
D013028:Space Perception,-0.9486832980505139,0.051316701949486114,4,D013028,False
D013029:Space-Time Clustering,,,1,D013029,False
D013030:Spain,-0.20504289032078163,0.015461906337290512,139,D013030,False
D013035:Spasm,,,1,D013035,True
"D013036:Spasms, Infantile",0.030304557365572714,0.8151279299361889,62,D013036,True
D013037:Spatial Behavior,,,1,D013037,False
D013045:Species Specificity,0.0708509681357133,0.3418880897368184,182,D013045,False
D013047:Specific Pathogen-Free Organisms,-0.03023030940045234,0.8298599715758787,53,D013047,False
D013048:Specimen Handling,0.10372755739654572,0.6140784559609547,26,D013048,False
D013049:Spectrin,-0.11111303349856268,0.6315869762850066,21,D013049,False
"D013050:Spectrometry, Fluorescence",0.09201724012495466,0.4420356678423314,72,D013050,False
"D013052:Spectrometry, X-Ray Emission",0.6667366910003157,0.14808979944035278,6,D013052,False
D013053:Spectrophotometry,0.0699175746518597,0.7695940362123221,20,D013053,False
"D013054:Spectrophotometry, Atomic",0.28972169440662643,0.33697322643332195,13,D013054,False
"D013055:Spectrophotometry, Infrared",0.5868368683374969,0.1261989855360893,8,D013055,False
